Price,Close,High,Low,Open,Volume
Ticker,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD
Datetime,,,,,
2026-01-18 07:00:00+07:00,3311.119384765625,3312.75341796875,3305.697998046875,3309.15966796875,89091072
2026-01-18 07:30:00+07:00,3303.572265625,3312.028564453125,3302.236328125,3310.80419921875,105078784
2026-01-18 08:00:00+07:00,3304.406005859375,3304.819580078125,3298.41943359375,3303.23779296875,65260544
2026-01-18 08:30:00+07:00,3299.79150390625,3304.9921875,3296.29150390625,3304.63916015625,330041344
2026-01-18 09:00:00+07:00,3300.6044921875,3304.00830078125,3299.6767578125,3299.6767578125,36655104
2026-01-18 09:30:00+07:00,3302.015625,3302.3349609375,3296.135986328125,3300.426025390625,295373824
2026-01-18 10:00:00+07:00,3309.43310546875,3309.43310546875,3301.89892578125,3301.89892578125,64870400
2026-01-18 10:30:00+07:00,3314.905517578125,3316.25244140625,3309.91064453125,3309.91064453125,98596864
2026-01-18 11:00:00+07:00,3311.853759765625,3316.183837890625,3311.84033203125,3313.778076171875,224651264
2026-01-18 11:30:00+07:00,3310.89794921875,3312.513671875,3309.15478515625,3311.87451171875,126425088
2026-01-18 12:00:00+07:00,3313.596435546875,3313.596435546875,3309.904541015625,3310.8193359375,24687616
2026-01-18 12:30:00+07:00,3315.604736328125,3316.1923828125,3311.429931640625,3313.4384765625,199653376
2026-01-18 13:00:00+07:00,3311.89501953125,3316.004150390625,3311.45068359375,3314.401611328125,66337792
2026-01-18 13:30:00+07:00,3313.763427734375,3314.210205078125,3310.818359375,3311.879150390625,93361152
2026-01-18 14:00:00+07:00,3309.62255859375,3314.027099609375,3305.496826171875,3314.027099609375,179170304
2026-01-18 14:30:00+07:00,3306.2451171875,3309.53125,3305.8486328125,3309.53125,66277376
2026-01-18 15:00:00+07:00,3309.012451171875,3309.012451171875,3303.18212890625,3306.1513671875,112202752
2026-01-18 15:30:00+07:00,3314.46923828125,3314.629638671875,3308.47412109375,3308.747314453125,58793984
2026-01-18 16:00:00+07:00,3319.56201171875,3320.260498046875,3313.9580078125,3314.226806640625,204656640
2026-01-18 16:30:00+07:00,3322.822265625,3322.881591796875,3320.140625,3320.811279296875,98338816
2026-01-18 17:00:00+07:00,3319.439697265625,3322.353271484375,3317.556640625,3322.118896484375,117735424
2026-01-18 17:30:00+07:00,3324.519775390625,3324.519775390625,3319.510009765625,3319.5234375,175630336
2026-01-18 18:00:00+07:00,3319.1748046875,3324.34033203125,3318.979736328125,3324.34033203125,61121536
2026-01-18 18:30:00+07:00,3320.80029296875,3321.4296875,3318.174560546875,3318.508544921875,685056
2026-01-18 19:00:00+07:00,3323.182861328125,3323.182861328125,3317.9560546875,3320.85888671875,124894208
2026-01-18 19:30:00+07:00,3320.937744140625,3324.43212890625,3320.789306640625,3322.882080078125,92366848
2026-01-18 20:00:00+07:00,3315.3564453125,3321.36328125,3313.777587890625,3321.36328125,158226432
2026-01-18 20:30:00+07:00,3324.561767578125,3327.71875,3315.70751953125,3316.776611328125,332769280
2026-01-18 21:00:00+07:00,3337.94140625,3341.473388671875,3323.433349609375,3324.882568359375,306782208
2026-01-18 21:30:00+07:00,3322.612060546875,3340.17724609375,3322.612060546875,3337.11083984375,331312128
2026-01-18 22:00:00+07:00,3331.554443359375,3331.554443359375,3320.372314453125,3323.817626953125,16852992
2026-01-18 22:30:00+07:00,3332.771240234375,3333.989013671875,3328.828125,3331.02490234375,0
2026-01-18 23:00:00+07:00,3331.403076171875,3335.924560546875,3329.492919921875,3332.6591796875,0
2026-01-18 23:30:00+07:00,3334.073974609375,3336.35205078125,3330.546142578125,3331.435546875,457857024
2026-01-19 00:00:00+07:00,3336.173095703125,3336.382080078125,3332.71337890625,3333.454345703125,20163584
2026-01-19 00:30:00+07:00,3336.844482421875,3336.876708984375,3332.93017578125,3335.599609375,17012736
2026-01-19 01:00:00+07:00,3359.7578125,3359.7578125,3338.34326171875,3343.690673828125,105447424
2026-01-19 01:30:00+07:00,3362.475830078125,3366.622314453125,3355.697021484375,3359.940673828125,601307136
2026-01-19 02:00:00+07:00,3352.83251953125,3363.3798828125,3350.79833984375,3360.56982421875,294299648
2026-01-19 02:30:00+07:00,3344.921630859375,3352.353759765625,3344.672119140625,3352.271240234375,79079424
2026-01-19 03:00:00+07:00,3350.785888671875,3350.785888671875,3341.142578125,3345.279296875,107457536
